image_title,class_label
1-089-1.png,1
1-090-1.png,1
1-091-1.png,1
1-092-1.png,1
1-093-1.png,1
1-094-1.png,1
1-095-1.png,1
1-096-1.png,1
1-097-1.png,1
1-098-1.png,1
1-099-1.png,1
1-100-1.png,1
1-101-1.png,1
1-102-1.png,1
1-103-1.png,1
1-104-1.png,1
1-105-1.png,1
1-106-1.png,1
1-107-1.png,1
1-108-1.png,1
1-109-1.png,1
1-110-1.png,1
1-111-1.png,1
1-059-2.png,0
1-060-2.png,0
1-061-2.png,0
1-062-2.png,0
1-063-2.png,0
1-064-2.png,0
1-065-2.png,0
1-066-2.png,0
1-067-2.png,0
1-068-2.png,0
1-069-2.png,0
1-070-2.png,0
1-071-2.png,0
1-096-3.png,1
1-097-3.png,1
1-098-3.png,1
1-099-3.png,1
1-100-3.png,1
1-101-3.png,1
1-102-3.png,1
1-103-3.png,1
1-104-3.png,1
1-105-3.png,1
1-106-3.png,1
1-107-3.png,1
1-086-4.png,0
1-087-4.png,0
1-088-4.png,0
1-089-4.png,0
1-090-4.png,0
1-091-4.png,0
1-092-4.png,0
1-093-4.png,0
1-094-4.png,0
1-076-5.png,1
1-077-5.png,1
1-078-5.png,1
1-079-5.png,1
1-080-5.png,1
1-081-5.png,1
1-082-5.png,1
1-083-5.png,1
1-084-5.png,1
1-085-5.png,1
1-086-5.png,1
1-087-5.png,1
1-088-5.png,1
1-089-5.png,1
1-090-5.png,1
1-091-5.png,1
1-092-5.png,1
1-093-5.png,1
1-094-5.png,1
1-095-5.png,1
1-096-5.png,1
1-097-5.png,1
1-098-5.png,1
1-099-5.png,1
1-100-5.png,1
1-101-5.png,1
1-102-5.png,1
1-103-5.png,1
1-104-5.png,1
1-105-5.png,1
1-106-5.png,1
1-107-5.png,1
1-108-5.png,1
1-109-5.png,1
1-110-5.png,1
1-111-5.png,1
1-112-5.png,1
1-113-5.png,1
1-114-5.png,1
1-115-5.png,1
1-116-5.png,1
1-117-5.png,1
1-118-5.png,1
1-119-5.png,1
1-120-5.png,1
1-121-5.png,1
1-039-6.png,0
1-040-6.png,0
1-041-6.png,0
1-042-6.png,0
1-043-6.png,0
1-044-6.png,0
1-045-6.png,0
1-046-6.png,0
1-047-6.png,0
1-100-7.png,0
1-101-7.png,0
1-102-7.png,0
1-103-7.png,0
1-104-7.png,0
1-105-7.png,0
1-106-7.png,0
1-107-7.png,0
1-108-7.png,0
1-109-7.png,0
1-110-7.png,0
1-043-8.png,0
1-044-8.png,0
1-045-8.png,0
1-046-8.png,0
1-047-8.png,0
1-048-8.png,0
1-049-8.png,0
1-050-8.png,0
1-051-8.png,0
1-052-8.png,0
1-053-8.png,0
1-054-8.png,0
1-066-9.png,0
1-067-9.png,0
1-068-9.png,0
1-069-9.png,0
1-070-9.png,0
1-071-9.png,0
1-072-9.png,0
1-073-9.png,0
1-074-9.png,0
1-075-9.png,0
1-076-9.png,0
1-077-9.png,0
1-078-9.png,0
1-079-9.png,0
1-080-9.png,0
1-081-9.png,0
1-082-9.png,0
1-083-9.png,0
1-084-9.png,0
1-085-9.png,0
1-086-9.png,0
1-087-9.png,0
1-088-9.png,0
1-089-9.png,0
1-090-9.png,0
1-105-10.png,2
1-106-10.png,2
1-107-10.png,2
1-108-10.png,2
1-109-10.png,2
1-110-10.png,2
1-111-10.png,2
1-112-10.png,2
1-113-10.png,2
1-114-10.png,2
1-115-10.png,2
1-116-10.png,2
1-117-10.png,2
1-118-10.png,2
1-119-10.png,2
1-120-10.png,2
1-121-10.png,2
1-122-10.png,2
1-123-10.png,2
1-124-10.png,2
1-125-10.png,2
1-126-10.png,2
1-127-10.png,2
1-128-10.png,2
1-129-10.png,2
1-130-10.png,2
1-131-10.png,2
1-052-11.png,1
1-053-11.png,1
1-054-11.png,1
1-055-11.png,1
1-056-11.png,1
1-057-11.png,1
1-058-11.png,1
1-059-11.png,1
1-060-11.png,1
1-061-11.png,1
1-062-11.png,1
1-063-11.png,1
1-064-11.png,1
1-065-11.png,1
1-066-11.png,1
1-067-11.png,1
1-068-11.png,1
1-069-11.png,1
1-070-11.png,1
1-071-11.png,1
1-072-11.png,1
1-073-11.png,1
1-074-11.png,1
1-075-11.png,1
1-076-11.png,1
1-077-11.png,1
1-078-11.png,1
1-079-11.png,1
1-080-11.png,1
1-081-11.png,1
1-082-11.png,1
1-083-11.png,1
1-084-11.png,1
1-085-11.png,1
1-047-12.png,2
1-048-12.png,2
1-049-12.png,2
1-050-12.png,2
1-051-12.png,2
1-052-12.png,2
1-053-12.png,2
1-054-12.png,2
1-055-12.png,2
1-056-12.png,2
1-057-12.png,2
1-058-12.png,2
1-059-12.png,2
1-060-12.png,2
1-061-12.png,2
1-062-12.png,2
1-063-12.png,2
1-064-12.png,2
1-065-12.png,2
1-066-12.png,2
1-067-12.png,2
1-068-12.png,2
1-069-12.png,2
1-070-12.png,2
1-071-12.png,2
1-072-12.png,2
1-073-12.png,2
1-074-12.png,2
1-075-12.png,2
1-076-12.png,2
1-077-12.png,2
1-078-12.png,2
1-079-12.png,2
1-080-12.png,2
1-081-12.png,2
1-082-12.png,2
1-083-12.png,2
1-084-12.png,2
1-085-12.png,2
1-086-12.png,2
1-087-12.png,2
1-088-12.png,2
1-089-12.png,2
1-090-12.png,2
1-091-12.png,2
1-092-12.png,2
1-093-12.png,2
1-094-12.png,2
1-095-12.png,2
1-096-12.png,2
1-056-13.png,0
1-057-13.png,0
1-058-13.png,0
1-059-13.png,0
1-060-13.png,0
1-061-13.png,0
1-062-13.png,0
1-063-13.png,0
1-064-13.png,0
1-065-13.png,0
1-066-13.png,0
1-067-13.png,0
1-068-13.png,0
1-069-13.png,0
1-070-13.png,0
1-071-13.png,0
1-072-13.png,0
1-073-13.png,0
1-074-13.png,0
1-075-13.png,0
1-076-13.png,0
1-077-13.png,0
1-078-13.png,0
1-079-13.png,0
1-080-13.png,0
1-081-13.png,0
1-082-13.png,0
1-083-13.png,0
1-084-13.png,0
1-085-13.png,0
1-086-13.png,0
1-087-13.png,0
1-088-13.png,0
1-089-13.png,0
1-090-13.png,0
1-091-13.png,0
1-092-13.png,0
1-093-13.png,0
1-094-13.png,0
1-095-13.png,0
1-096-13.png,0
1-097-13.png,0
1-098-13.png,0
1-099-13.png,0
1-100-13.png,0
1-101-13.png,0
1-102-13.png,0
1-054-14.png,0
1-055-14.png,0
1-056-14.png,0
1-057-14.png,0
1-058-14.png,0
1-059-14.png,0
1-060-14.png,0
1-061-14.png,0
1-076-15.png,1
1-077-15.png,1
1-078-15.png,1
1-079-15.png,1
1-080-15.png,1
1-081-15.png,1
1-082-15.png,1
1-083-15.png,1
1-084-15.png,1
1-085-15.png,1
1-086-15.png,1
1-108-17.png,1
1-109-17.png,1
1-110-17.png,1
1-111-17.png,1
1-112-17.png,1
1-113-17.png,1
1-114-17.png,1
1-115-17.png,1
1-116-17.png,1
1-117-17.png,1
1-118-17.png,1
1-119-17.png,1
1-144-18.png,0
1-145-18.png,0
1-146-18.png,0
1-147-18.png,0
1-148-18.png,0
1-149-18.png,0
1-150-18.png,0
1-151-18.png,0
1-152-18.png,0
1-153-18.png,0
1-154-18.png,0
1-155-18.png,0
1-156-18.png,0
1-157-18.png,0
1-158-18.png,0
1-159-18.png,0
1-160-18.png,0
1-161-18.png,0
1-162-18.png,0
1-163-18.png,0
1-063-19.png,1
1-064-19.png,1
1-065-19.png,1
1-066-19.png,1
1-067-19.png,1
1-068-19.png,1
1-069-19.png,1
1-070-19.png,1
1-071-19.png,1
1-072-19.png,1
1-073-19.png,1
1-074-19.png,1
1-075-19.png,1
1-076-19.png,1
1-077-19.png,1
1-078-19.png,1
1-079-19.png,1
1-080-19.png,1
1-081-19.png,1
1-082-19.png,1
1-083-19.png,1
1-084-19.png,1
1-085-19.png,1
1-086-19.png,1
1-087-19.png,1
1-088-19.png,1
1-089-19.png,1
1-090-19.png,1
1-091-19.png,1
1-092-19.png,1
1-093-19.png,1
1-094-19.png,1
1-095-19.png,1
1-096-19.png,1
1-078-20.png,0
1-079-20.png,0
1-080-20.png,0
1-081-20.png,0
1-082-20.png,0
1-083-20.png,0
1-084-20.png,0
1-085-20.png,0
1-086-20.png,0
1-087-20.png,0
1-088-20.png,0
1-089-20.png,0
1-090-20.png,0
1-114-21.png,1
1-115-21.png,1
1-116-21.png,1
1-117-21.png,1
1-118-21.png,1
1-119-21.png,1
1-120-21.png,1
1-121-21.png,1
1-122-21.png,1
1-123-21.png,1
1-124-21.png,1
1-125-21.png,1
1-126-21.png,1
1-127-21.png,1
1-128-21.png,1
1-129-21.png,1
1-130-21.png,1
1-048-22.png,0
1-049-22.png,0
1-050-22.png,0
1-051-22.png,0
1-052-22.png,0
1-053-22.png,0
1-054-22.png,0
1-055-22.png,0
1-056-22.png,0
1-057-22.png,0
1-058-22.png,0
1-059-22.png,0
1-060-22.png,0
1-061-22.png,0
1-062-22.png,0
1-063-22.png,0
1-064-22.png,0
1-065-22.png,0
1-066-22.png,0
1-067-22.png,0
1-068-22.png,0
1-069-22.png,0
1-070-22.png,0
1-071-22.png,0
1-072-22.png,0
1-073-22.png,0
1-074-22.png,0
1-075-22.png,0
1-076-22.png,0
1-077-22.png,0
1-078-22.png,0
1-079-22.png,0
1-080-22.png,0
1-093-23.png,0
1-094-23.png,0
1-095-23.png,0
1-096-23.png,0
1-097-23.png,0
1-098-23.png,0
1-099-23.png,0
1-100-23.png,0
1-101-23.png,0
1-102-23.png,0
1-103-23.png,0
1-104-23.png,0
1-105-23.png,0
1-106-23.png,0
1-107-23.png,0
1-108-23.png,0
1-109-23.png,0
1-110-23.png,0
1-111-23.png,0
1-112-23.png,0
1-113-23.png,0
1-114-23.png,0
1-089-24.png,0
1-090-24.png,0
1-091-24.png,0
1-092-24.png,0
1-093-24.png,0
1-029-25.png,0
1-030-25.png,0
1-031-25.png,0
1-032-25.png,0
1-033-25.png,0
1-034-25.png,0
1-035-25.png,0
1-036-25.png,0
1-037-25.png,0
1-038-25.png,0
1-039-25.png,0
1-040-25.png,0
1-041-25.png,0
1-042-25.png,0
1-043-25.png,0
1-044-25.png,0
1-045-25.png,0
1-158-26.png,1
1-159-26.png,1
1-160-26.png,1
1-161-26.png,1
1-162-26.png,1
