,image_title,class_label
0,1-089-1.png,1
1,1-090-1.png,1
2,1-091-1.png,1
3,1-092-1.png,1
4,1-093-1.png,1
5,1-094-1.png,1
6,1-095-1.png,1
7,1-096-1.png,1
8,1-097-1.png,1
9,1-098-1.png,1
10,1-099-1.png,1
11,1-100-1.png,1
12,1-101-1.png,1
13,1-102-1.png,1
14,1-103-1.png,1
15,1-104-1.png,1
16,1-105-1.png,1
17,1-106-1.png,1
18,1-107-1.png,1
19,1-108-1.png,1
20,1-109-1.png,1
21,1-110-1.png,1
22,1-111-1.png,1
23,1-059-2.png,0
24,1-060-2.png,0
25,1-061-2.png,0
26,1-062-2.png,0
27,1-063-2.png,0
28,1-064-2.png,0
29,1-065-2.png,0
30,1-066-2.png,0
31,1-067-2.png,0
32,1-068-2.png,0
33,1-069-2.png,0
34,1-070-2.png,0
35,1-071-2.png,0
36,1-096-3.png,1
37,1-097-3.png,1
38,1-098-3.png,1
39,1-099-3.png,1
40,1-100-3.png,1
41,1-101-3.png,1
42,1-102-3.png,1
43,1-103-3.png,1
44,1-104-3.png,1
45,1-105-3.png,1
46,1-106-3.png,1
47,1-107-3.png,1
48,1-086-4.png,0
49,1-087-4.png,0
50,1-088-4.png,0
51,1-089-4.png,0
52,1-090-4.png,0
53,1-091-4.png,0
54,1-092-4.png,0
55,1-093-4.png,0
56,1-094-4.png,0
57,1-076-5.png,1
58,1-077-5.png,1
59,1-078-5.png,1
60,1-079-5.png,1
61,1-080-5.png,1
62,1-081-5.png,1
63,1-082-5.png,1
64,1-083-5.png,1
65,1-084-5.png,1
66,1-085-5.png,1
67,1-086-5.png,1
68,1-087-5.png,1
69,1-088-5.png,1
70,1-089-5.png,1
71,1-090-5.png,1
72,1-091-5.png,1
73,1-092-5.png,1
74,1-093-5.png,1
75,1-094-5.png,1
76,1-095-5.png,1
77,1-096-5.png,1
78,1-097-5.png,1
79,1-098-5.png,1
80,1-099-5.png,1
81,1-100-5.png,1
82,1-101-5.png,1
83,1-102-5.png,1
84,1-103-5.png,1
85,1-104-5.png,1
86,1-105-5.png,1
87,1-106-5.png,1
88,1-107-5.png,1
89,1-108-5.png,1
90,1-109-5.png,1
91,1-110-5.png,1
92,1-111-5.png,1
93,1-112-5.png,1
94,1-113-5.png,1
95,1-114-5.png,1
96,1-115-5.png,1
97,1-116-5.png,1
98,1-117-5.png,1
99,1-118-5.png,1
100,1-119-5.png,1
101,1-120-5.png,1
102,1-121-5.png,1
103,1-039-6.png,0
104,1-040-6.png,0
105,1-041-6.png,0
106,1-042-6.png,0
107,1-043-6.png,0
108,1-044-6.png,0
109,1-045-6.png,0
110,1-046-6.png,0
111,1-047-6.png,0
112,1-100-7.png,0
113,1-101-7.png,0
114,1-102-7.png,0
115,1-103-7.png,0
116,1-104-7.png,0
117,1-105-7.png,0
118,1-106-7.png,0
119,1-107-7.png,0
120,1-108-7.png,0
121,1-109-7.png,0
122,1-110-7.png,0
123,1-043-8.png,0
124,1-044-8.png,0
125,1-045-8.png,0
126,1-046-8.png,0
127,1-047-8.png,0
128,1-048-8.png,0
129,1-049-8.png,0
130,1-050-8.png,0
131,1-051-8.png,0
132,1-052-8.png,0
133,1-053-8.png,0
134,1-054-8.png,0
135,1-066-9.png,0
136,1-067-9.png,0
137,1-068-9.png,0
138,1-069-9.png,0
139,1-070-9.png,0
140,1-071-9.png,0
141,1-072-9.png,0
142,1-073-9.png,0
143,1-074-9.png,0
144,1-075-9.png,0
145,1-076-9.png,0
146,1-077-9.png,0
147,1-078-9.png,0
148,1-079-9.png,0
149,1-080-9.png,0
150,1-081-9.png,0
151,1-082-9.png,0
152,1-083-9.png,0
153,1-084-9.png,0
154,1-085-9.png,0
155,1-086-9.png,0
156,1-087-9.png,0
157,1-088-9.png,0
158,1-089-9.png,0
159,1-090-9.png,0
160,1-105-10.png,2
161,1-106-10.png,2
162,1-107-10.png,2
163,1-108-10.png,2
164,1-109-10.png,2
165,1-110-10.png,2
166,1-111-10.png,2
167,1-112-10.png,2
168,1-113-10.png,2
169,1-114-10.png,2
170,1-115-10.png,2
171,1-116-10.png,2
172,1-117-10.png,2
173,1-118-10.png,2
174,1-119-10.png,2
175,1-120-10.png,2
176,1-121-10.png,2
177,1-122-10.png,2
178,1-123-10.png,2
179,1-124-10.png,2
180,1-125-10.png,2
181,1-126-10.png,2
182,1-127-10.png,2
183,1-128-10.png,2
184,1-129-10.png,2
185,1-130-10.png,2
186,1-131-10.png,2
187,1-052-11.png,1
188,1-053-11.png,1
189,1-054-11.png,1
190,1-055-11.png,1
191,1-056-11.png,1
192,1-057-11.png,1
193,1-058-11.png,1
194,1-059-11.png,1
195,1-060-11.png,1
196,1-061-11.png,1
197,1-062-11.png,1
198,1-063-11.png,1
199,1-064-11.png,1
200,1-065-11.png,1
201,1-066-11.png,1
202,1-067-11.png,1
203,1-068-11.png,1
204,1-069-11.png,1
205,1-070-11.png,1
206,1-071-11.png,1
207,1-072-11.png,1
208,1-073-11.png,1
209,1-074-11.png,1
210,1-075-11.png,1
211,1-076-11.png,1
212,1-077-11.png,1
213,1-078-11.png,1
214,1-079-11.png,1
215,1-080-11.png,1
216,1-081-11.png,1
217,1-082-11.png,1
218,1-083-11.png,1
219,1-084-11.png,1
220,1-085-11.png,1
221,1-047-12.png,2
222,1-048-12.png,2
223,1-049-12.png,2
224,1-050-12.png,2
225,1-051-12.png,2
226,1-052-12.png,2
227,1-053-12.png,2
228,1-054-12.png,2
229,1-055-12.png,2
230,1-056-12.png,2
231,1-057-12.png,2
232,1-058-12.png,2
233,1-059-12.png,2
234,1-060-12.png,2
235,1-061-12.png,2
236,1-062-12.png,2
237,1-063-12.png,2
238,1-064-12.png,2
239,1-065-12.png,2
240,1-066-12.png,2
241,1-067-12.png,2
242,1-068-12.png,2
243,1-069-12.png,2
244,1-070-12.png,2
245,1-071-12.png,2
246,1-072-12.png,2
247,1-073-12.png,2
248,1-074-12.png,2
249,1-075-12.png,2
250,1-076-12.png,2
251,1-077-12.png,2
252,1-078-12.png,2
253,1-079-12.png,2
254,1-080-12.png,2
255,1-081-12.png,2
256,1-082-12.png,2
257,1-083-12.png,2
258,1-084-12.png,2
259,1-085-12.png,2
260,1-086-12.png,2
261,1-087-12.png,2
262,1-088-12.png,2
263,1-089-12.png,2
264,1-090-12.png,2
265,1-091-12.png,2
266,1-092-12.png,2
267,1-093-12.png,2
268,1-094-12.png,2
269,1-095-12.png,2
270,1-096-12.png,2
271,1-056-13.png,0
272,1-057-13.png,0
273,1-058-13.png,0
274,1-059-13.png,0
275,1-060-13.png,0
276,1-061-13.png,0
277,1-062-13.png,0
278,1-063-13.png,0
279,1-064-13.png,0
280,1-065-13.png,0
